x y
0 3.25004414122542e-07
0.05 -106.534451273865
0.1 -232.630281779434
0.15 -383.544304607273
0.2 -566.248584258235
0.25 -790.105555507935
0.3 -1067.78191762632
0.35 -1416.65820382264
0.4 -1860.53551057619
0.45 -2433.98960334933
