x y
0 1.00000000000006
0.05 1.00239279672771
0.1 1.00438744336934
0.15 1.00605246044632
0.2 1.00744197174666
0.25 1.00859480627615
0.3 1.00953403497095
0.35 1.01026693646685
0.4 1.01085073283167
0.45 1.01132319538609
