x y
0 -2.13465760952806e-27
0.05 91.0040416689149
0.1 169.549810598248
0.15 238.037190435706
0.2 298.339520206351
0.25 351.925165793437
0.3 399.947451075326
0.35 443.313205993128
0.4 482.815362177096
0.45 519.087066462558
