x y
0 1.00000000000006
0.05 1.00218390012452
0.1 1.00400320534022
0.15 1.00552053620727
0.2 1.00678536803442
0.25 1.00783315950885
0.3 1.00868498324974
0.35 1.00934763778757
0.4 1.00987437537686
0.45 1.0102982458359
