x y
0 1.00000000000006
0.05 1.00264677254764
0.1 1.00485502227623
0.15 1.00670062320399
0.2 1.00824343805615
0.25 1.00952645020191
0.3 1.01057516505061
0.35 1.01139732144889
0.4 1.01205487032145
0.45 1.01259191596641
