x y
0 -2.13465760952806e-27
0.05 98.4221656551056
0.1 188.936086090325
0.15 276.540193024272
0.2 363.988257473226
0.25 451.165256689384
0.3 534.551370490009
0.35 606.711132883
0.4 673.71833936049
0.45 748.850328126733
