x y
0 -2.13465760952806e-27
0.05 100.896580156002
0.1 195.380894411056
0.15 289.285833360756
0.2 385.656775983214
0.25 483.925994203331
0.3 579.171229498019
0.35 661.360461869651
0.4 736.784440719356
0.45 824.567428312552
