x y
0 -2.13465760952806e-27
0.05 -106.534451486188
0.1 -232.630281779435
0.15 -383.550961511751
0.2 -566.3154520586
0.25 -790.454226358459
0.3 -1068.93594328489
0.35 -1419.48144838376
0.4 -1866.58889537482
0.45 -2444.95146355745
