x y
0 1.00000000000006
0.05 1.00193187044641
0.1 1.00354000888342
0.15 1.00488003747514
0.2 1.00599587485068
0.25 1.00691894063693
0.3 1.007667880137
0.35 1.0082488194217
0.4 1.00871003696156
0.45 1.00907936113592
