x y
0 -2.13465760952806e-27
0.05 -106.534451486188
0.1 -232.630281779435
0.15 -383.553114410602
0.2 -566.336288236509
0.25 -790.554987346062
0.3 -1069.24416386556
0.35 -1420.16031905163
0.4 -1868.00175138079
0.45 -2447.46692791365
