x y
0 -2.13465760952806e-27
0.05 95.9445899083046
0.1 182.473206128164
0.15 263.736266901897
0.2 342.198359449696
0.25 418.228442037914
0.3 489.764590470771
0.35 552.041815996876
0.4 610.354183415527
0.45 672.723682180235
