x y
0 1.00000000000006
0.05 1.00200903972358
0.1 1.0036817936328
0.15 1.00507601623092
0.2 1.00623732337879
0.25 1.00719836952824
0.3 1.00797854571813
0.35 1.00858419097156
0.4 1.0090651371838
0.45 1.00945075554526
