x y
0 -2.13465760952806e-27
0.05 103.368006227683
0.1 201.809368920336
0.15 301.981487991587
0.2 407.225803484953
0.25 516.545908047712
0.3 623.654891198766
0.35 715.977689037367
0.4 799.620633934363
0.45 899.979208057326
