x y
0 -2.13465760952806e-27
0.05 93.4636635647761
0.1 175.990204019703
0.15 250.863330639976
0.2 320.256339461274
0.25 385.063450517292
0.3 444.766832808853
0.35 497.37687557432
0.4 546.572293703764
0.45 595.990640550322
